family_accession,family_id
PF13272.6,Holin_2-3
PF13825.6,Paramyxo_P_V_N
PF12264.8,Waikav_capsid_1
PF13772.6,AIG2_2
PF13798.6,PCYCGC
PF05295.11,Luciferase_N
PF07788.11,PDDEXK_10
PF10300.9,DUF3808
PF13459.6,Fer4_15
PF02973.16,Sialidase
PF00544.19,Pec_lyase_C
PF16108.5,DUF4826
PF04780.12,DUF629
PF05701.11,WEMBL
PF06588.11,Muskelin_N
PF07137.11,VDE
PF11886.8,TOC159_MAD
PF08016.12,PKD_channel
PF05416.12,Peptidase_C37
PF11192.8,DUF2977
PF15865.5,Fanconi_A_N
PF04564.15,U-box
PF06547.12,DUF1117
PF03639.13,Glyco_hydro_81
PF06452.11,CBM9_1
PF07598.11,DUF1561
PF11947.8,DUF3464
PF18063.1,BB_PF
PF12115.8,Salp15
PF17278.2,DUF5343
PF12933.7,FTO_NTD
PF10630.9,DUF2476
PF14423.6,Imm5
PF15545.6,Ntox8
PF15675.5,CLLAC
PF12736.7,CABIT
PF05614.11,DUF782
PF14428.6,SCP1201-deam
PF11868.8,DUF3388
PF11793.8,FANCL_C
PF00990.21,GGDEF
PF15103.6,G0-G1_switch_2
PF06241.12,Castor_Poll_mid
PF09869.9,DUF2096
PF08157.11,NUC129
PF04441.13,Pox_VERT_large
PF12214.8,TPX2_importin
PF00667.20,FAD_binding_1
PF14498.6,Glyco_hyd_65N_2
PF18569.1,Thioredoxin_16
PF05851.11,Lentivirus_VIF
PF03716.14,WCCH
PF01499.16,Herpes_UL25
PF13992.6,YecR
PF15925.5,SOSSC
PF06472.15,ABC_membrane_2
PF01271.17,Granin
PF06092.12,DUF943
PF00131.20,Metallothio
PF12546.8,Cryptochrome_C
PF17258.2,DUF5324
PF18238.1,LnmK_N_HDF
PF08119.11,Toxin_31
PF18836.1,B_solenoid_ydck
PF00712.19,DNA_pol3_beta
PF03756.13,AfsA
PF08163.12,NUC194
PF18532.1,DUF5621
PF18344.1,CBM32
PF11290.8,DUF3090
PF15082.6,DUF4549
PF10222.9,DUF2152
PF18652.1,Adhesin_P1_N
PF02821.16,Staphylokinase
PF07157.12,DNA_circ_N
PF03292.14,Pox_P4B
PF14665.6,RICTOR_phospho
PF09264.10,Sial-lect-inser
PF00166.21,Cpn10
PF14228.6,MOR2-PAG1_mid
PF15210.6,SFTA2
PF10043.9,DUF2279
PF09077.11,Phage-MuB_C
PF07243.11,Phlebovirus_G1
PF18112.1,Zn-C2H2_12
PF04801.13,Sin_N
PF11551.8,Omp28
PF10750.9,DUF2536
PF17522.2,DUF5446
PF03427.13,CBM_19
PF11890.8,DUF3410
PF18025.1,FucT_N
PF07511.11,DUF1525
PF01071.19,GARS_A
PF16075.5,DUF4815
PF08962.11,DUF1876
PF14583.6,Pectate_lyase22
PF09857.9,YjhX_toxin
PF16356.5,DUF4983
PF00531.22,Death
PF13171.6,DUF4004
PF14066.6,DUF4256
PF09088.11,MIF4G_like
PF06820.12,Phage_fiber_C
PF15720.5,DUF4675
PF07160.12,SKA1
PF16283.5,DUF4929
PF00508.17,PPV_E2_N
PF18228.1,CdiI_N
PF06113.12,BRE
PF11586.8,DUF3242
PF10920.8,DUF2705
PF10036.9,RLL
PF10851.8,DUF2652
PF15555.6,DUF4658
PF13661.6,2OG-FeII_Oxy_4
PF03523.13,Macscav_rec
PF12582.8,DUF3757
PF13436.6,Gly-zipper_OmpA
PF13935.6,Ead_Ea22
PF07999.11,RHSP
PF13159.6,DUF3994
PF05953.12,Allatostatin
PF12660.7,zf-TFIIIC
PF08166.12,NUC202
PF03542.16,Tuberin
PF07492.11,Trehalase_Ca-bi
PF02181.23,FH2
PF13025.6,DUF3886
PF07619.11,DUF1581
PF10627.9,CsgE
PF01726.16,LexA_DNA_bind
PF16753.5,Tipalpha
PF16931.5,Phage_holin_8
PF16248.5,DUF4905
PF16673.5,TRAF_BIRC3_bd
PF16621.5,NECFESHC
PF16008.5,DUF4778
PF10789.9,Phage_RpbA
PF08950.10,DUF1861
PF05769.11,SIKE
PF10473.9,CENP-F_leu_zip
PF00790.19,VHS
PF16728.5,DUF5066
PF12023.8,DUF3511
PF07361.11,Cytochrom_B562
PF13213.6,DUF4021
PF15392.6,Joubert
PF05986.14,ADAM_spacer1
PF05698.14,Trigger_C
PF15340.6,COPR5
PF06514.11,PsbU
PF09164.10,VitD-bind_III
PF06374.11,NDUF_C2
PF16856.5,CDC4_D
PF14941.6,OAF
PF00551.19,Formyl_trans_N
PF00527.18,E7
PF18012.1,PH_17
PF14621.6,RFX5_DNA_bdg
PF17351.2,DUF5380
PF15315.6,FRG2
PF03433.13,EspA
PF15726.5,DUF4677
PF01079.20,Hint
PF14937.6,DUF4500
PF00220.17,Hormone_4
PF00750.19,tRNA-synt_1d
PF16081.5,Phage_holin_7_1
PF04391.12,DUF533
PF16259.5,DUF4913
PF03535.13,Paxillin
PF09648.10,YycI
PF02001.16,DUF134
PF17335.2,IES5
PF03583.14,LIP
PF18764.1,nos_propeller
PF08181.11,DegQ
PF11265.8,Med25_VWA
PF13991.6,BssS
PF07931.12,CPT
PF14840.6,DNA_pol3_delt_C
PF08397.11,IMD
PF15728.5,DUF4679
PF16632.5,Caskin-tail
PF17175.4,MOLO1
PF08259.11,Periviscerokin
PF10769.9,DUF2594
PF15566.6,Imm32
PF16955.5,OFeT_1
PF14368.6,LTP_2
PF18242.1,LupA
PF09076.10,Crystall_2
PF10491.9,Nrf1_DNA-bind
PF00297.22,Ribosomal_L3
PF00405.17,Transferrin
PF09773.9,Meckelin
PF10905.8,DUF2695
PF15698.5,Phosphatase
PF14494.6,DUF4436
PF06435.11,DUF1079
PF01234.17,NNMT_PNMT_TEMT
PF15176.6,LRR19-TM
PF18462.1,DUF5612
PF10447.9,EXOSC1
PF17570.2,DUF5476
PF11802.8,CENP-K
PF14499.6,DUF4437
PF17903.1,KH_8
PF06708.11,DUF1195
PF06390.12,NESP55
PF00680.20,RdRP_1
PF10272.9,Tmpp129
PF13547.6,GTA_TIM
PF12354.8,Internalin_N
PF06557.11,DUF1122
PF18792.1,UspA1_rep
PF02084.15,Bindin
PF04297.14,UPF0122
PF12735.7,Trs65
PF02765.17,POT1
PF11032.8,ApoM
PF09372.10,PRANC
PF18351.1,Ago_N_1
PF14785.6,MalF_P2
PF03827.13,Orexin_rec2
PF18251.1,Defensin_5
PF10508.9,Proteasom_PSMB
PF17364.2,DUF5389
PF18600.1,Ezh2_MCSS
PF17474.2,U71
PF00780.22,CNH
PF16527.5,CpxA_peri
PF03873.13,RseA_C
PF14244.6,Retrotran_gag_3
PF18362.1,THB
PF06001.13,DUF902
PF06611.12,DUF1145
PF01212.21,Beta_elim_lyase
PF07889.12,DUF1664
PF06617.13,M-inducer_phosp
PF16682.5,MSL2-CXC
PF00028.17,Cadherin
PF15629.6,Perm-CXXC
PF13163.6,DUF3999
PF03114.18,BAR
PF13210.6,DUF4018
PF04766.12,Baculo_p26
PF16709.5,SCAB-Ig
PF09016.10,Pas_Saposin
PF00292.18,PAX
PF17928.1,TetR_C_22
PF10503.9,Esterase_phd
PF17204.3,Sid-5
PF06325.13,PrmA
PF15137.6,DUF4571
PF17079.5,SOTI
PF08738.10,Gon7
PF05021.15,NPL4
PF05589.11,DUF768
PF07442.11,Ponericin
PF05392.11,COX7B
PF08533.10,Glyco_hydro_42C
PF14755.6,ER-remodelling
PF13583.6,Reprolysin_4
PF12459.8,DUF3687
PF07249.12,Cerato-platanin
PF07607.11,DUF1570
PF11081.8,DUF2890
PF04549.14,CD47
PF03551.14,PadR
PF15780.5,ASH
PF10493.9,Rod_C
PF11378.8,DUF3181
PF11333.8,DUF3135
PF14990.6,DUF4516
PF15776.5,PRR22
PF10678.9,DUF2492
PF17663.1,DUF5525
PF08536.11,Whirly
PF09123.11,DUF1931
PF00996.18,GDI
PF14513.6,DAG_kinase_N
PF01768.16,Birna_VP4
PF01819.17,Levi_coat
PF15598.6,Imm61
PF06416.12,T3SS_NleG
PF13486.6,Dehalogenase
PF04483.12,DUF565
PF01421.19,Reprolysin
PF15935.5,RnlA_toxin
PF17105.5,BRD4_CDT
PF07953.12,Toxin_R_bind_N
PF03893.16,Lipase3_N
PF08635.10,ox_reductase_C
PF00895.20,ATP-synt_8
PF16387.5,DUF4996
PF12658.7,Ten1
PF04702.12,Vicilin_N
PF17291.2,M60-like_N
PF10801.8,DUF2537
PF18277.1,AbrB_C
PF16377.5,DUF4987
PF17142.4,DUF5115
PF10605.9,3HBOH
PF16808.5,PKcGMP_CC
PF15670.5,Spem1
PF00614.22,PLDc
PF06084.11,Cytomega_TRL10
PF18036.1,Ubiquitin_4
PF15090.6,DUF4553
PF17951.1,FAS_meander
PF06855.12,YozE_SAM_like
PF17015.5,DUF5094
PF04705.12,TSNR_N
PF16307.5,DUF4949
PF09355.10,Phage_Gp19
PF12092.8,DUF3568
PF15486.6,DUF4644
PF12950.7,TaqI_C
PF09049.10,SNN_transmemb
PF13218.6,DUF4026
PF13394.6,Fer4_14
PF04400.13,NqrM
PF07563.11,DUF1541
PF05484.11,LRV_FeS
PF11750.8,DUF3307
PF09230.10,DFF40
PF17264.2,DUF5330
PF07424.11,TrbM
PF07939.11,DUF1685
PF06443.11,SEF14_adhesin
PF06822.12,DUF1235
PF04864.13,Alliinase_C
PF05460.13,ORC6
PF09651.10,Cas_APE2256
PF02516.14,STT3
PF11099.8,M11L
PF12946.7,EGF_MSP1_1
PF15061.6,DUF4538
PF06760.11,DUF1221
PF08092.11,Toxin_22
PF11411.8,DNA_ligase_IV
PF08844.10,DUF1815
PF04575.13,DUF560
PF03247.14,Prothymosin
PF05548.11,Peptidase_M11
PF16425.5,DUF5022
PF02115.17,Rho_GDI
PF07279.11,DUF1442
PF09906.9,DUF2135
PF11064.8,DUF2865
PF11383.8,DUF3187
PF05961.11,Chordopox_A13L
PF09539.10,DUF2385
PF02902.19,Peptidase_C48
PF16401.5,DUF5009
PF17649.1,VPS38
PF05372.11,Delta_lysin
PF15305.6,IFT43
PF16778.5,Phage_tail_APC
PF15724.5,TMEM119
PF12570.8,DUF3750
PF04392.12,ABC_sub_bind
PF01787.16,Ilar_coat
PF07262.11,CdiI
PF12226.8,Astro_capsid_p
PF11547.8,E3_UbLigase_EDD
PF07877.11,DUF1661
PF15464.6,DUF4633
PF00087.21,Toxin_TOLIP
PF18141.1,DUF5599
PF05968.11,Bacillus_PapR
PF06966.12,DUF1295
PF07722.13,Peptidase_C26
PF05908.11,Gamma_PGA_hydro
PF15664.5,TMEM252
PF16763.5,Spidroin_N
PF16423.5,COE1_HLH
PF05823.12,Gp-FAR-1
PF08643.10,DUF1776
PF14141.6,YqzM
PF01216.17,Calsequestrin
PF15758.5,HRCT1
PF14294.6,DUF4372
PF02443.15,Circo_capsid
PF14181.6,YqfQ
PF08975.10,2H-phosphodiest
PF17037.5,CBP_BcsO
PF15750.5,UBZ_FAAP20
PF01807.20,zf-CHC2
PF04624.14,Dec-1
PF14790.6,THDPS_N
PF08046.11,IlvGEDA_leader
PF03079.14,ARD
PF14177.6,YkyB
PF09630.10,DUF2024
PF03945.14,Endotoxin_N
PF12990.7,DUF3874
PF04888.12,SseC
PF15413.6,PH_11
PF09852.9,DUF2079
PF18486.1,PUB_1
PF04840.12,Vps16_C
PF04873.13,EIN3
PF01439.18,Metallothio_2
PF02989.14,DUF228
PF07254.12,Cpta_toxin
PF17808.1,fn3_PAP
PF03141.16,Methyltransf_29
PF03432.14,Relaxase
PF15194.6,TMEM191C
PF00661.21,Matrix
PF17310.2,DUF5357
PF15047.6,DUF4533
PF01917.16,Arch_flagellin
PF18751.1,Ploopntkinase3
PF15212.6,SPATA19
PF18848.1,baeRF_family6
PF13987.6,YedD
PF15467.6,SGIII
PF17719.1,DUF5564
PF10915.8,DUF2709
PF17382.2,Ycf70
PF17793.1,AHD
PF04781.12,DUF627
PF12966.7,AtpR
PF12691.7,Minor_capsid_3
PF03940.13,MSSP
PF06511.11,T3SS_TC
PF00802.19,Glycoprotein_G
PF14997.6,CECR6_TMEM121
PF12605.8,CK1gamma_C
PF09582.10,AnfO_nitrog
PF08102.11,Antimicrobial_7
PF09466.10,Yqai
PF08986.10,DUF1889
PF04451.12,Capsid_NCLDV
PF02534.14,T4SS-DNA_transf
PF15762.5,DUF4691
PF18716.1,VATC
PF13574.6,Reprolysin_2
PF00537.18,Toxin_3
PF15558.6,DUF4659
PF08107.11,Antimicrobial12
PF16633.5,APC_u9
PF06057.11,VirJ
PF00232.18,Glyco_hydro_1
PF17725.1,YBD
PF11294.8,DUF3095
PF06942.12,GlpM
PF15770.5,DUF4699
PF17395.2,DUF5403
PF14269.6,Arylsulfotran_2
PF18667.1,BppU_IgG
PF04211.13,MtrC
PF02485.21,Branch
PF01108.17,Tissue_fac
PF12255.8,TcdB_toxin_midC
PF07304.11,SRA1
PF08691.10,Nse5
PF17736.1,Ig_C17orf99
PF04232.12,SpoVS
PF15639.6,Tox-MPTase3
PF15789.5,Hyr1
PF06478.13,Corona_RPol_N
PF02382.15,RTX
PF18651.1,CshA_NR2
PF04582.12,Reo_sigmaC
PF11859.8,DUF3379
PF10553.9,MSV199
PF14126.6,DUF4293
PF15712.5,NPAT_C
PF04831.13,Popeye
PF10399.9,UCR_Fe-S_N
PF04662.13,Luteo_PO
PF10617.9,DUF2474
PF03226.14,Yippee-Mis18
PF14734.6,DUF4469
PF01083.22,Cutinase
PF15058.6,Speriolin_N
PF18620.1,DUF5627
PF18316.1,S-l_SbsC_C
PF14143.6,YrhC
PF04093.12,MreD
PF09209.11,TetR_C_32
PF00105.18,zf-C4
PF15972.5,Unpaired
PF10131.9,PTPS_related
PF15323.6,Ashwin
PF13284.6,DUF4072
PF09311.11,Rab5-bind
PF01617.17,Surface_Ag_2
PF01283.19,Ribosomal_S26e
PF14577.6,SEO_C
PF08100.11,Dimerisation
PF05290.11,Baculo_IE-1
PF07096.11,DUF1358
PF00945.18,Rhabdo_ncap
PF08183.11,SpoV
PF05535.12,Chromadorea_ALT
PF13000.7,Acatn
PF15423.6,FLYWCH_N
PF06009.12,Laminin_II
PF08012.11,DUF1702
PF01829.16,Peptidase_A6
PF09256.10,BaffR-Tall_bind
PF09253.10,Ole-e-6
PF15158.6,DUF4579
PF15014.6,CLN5
PF16541.5,AltA1
PF18221.1,MU2_FHA
PF11504.8,Colicin_Ia
PF00670.21,AdoHcyase_NAD
PF17641.2,ASPRs
PF09533.10,DUF2380
PF13061.6,DUF3923
PF05969.11,PSII_Ycf12
PF16058.5,Mucin-like
PF08001.11,CMV_US
PF09987.9,DUF2226
PF13152.6,DUF3967
PF16097.5,FXR_C3
PF03233.13,Cauli_AT
PF06141.11,Phage_tail_U
PF08942.10,DUF1919
PF07138.11,DUF1386
PF06596.11,PsbX
PF16295.5,TetR_C_10
PF07178.11,TraL
PF16971.5,RcpB
PF01358.18,PARP_regulatory
PF12906.7,RINGv
PF08558.10,TRF
PF13123.6,DUF3978
PF07515.11,TraI_2_C
PF10457.9,MENTAL
PF06037.11,DUF922
PF04529.12,Herpes_U59
PF16663.5,MAGI_u1
PF15139.6,DUF4572
PF11900.8,DUF3420
PF09050.10,SNN_linker
PF15640.6,Tox-MPTase4
PF17891.1,FluMu_N
PF08789.10,PBCV_basic_adap
PF17259.2,DUF5325
PF10931.8,DUF2735
PF03192.13,DUF257
PF14149.6,YhfH
PF06360.11,E_raikovi_mat
PF18820.1,BD_b_sandwich
PF14000.6,Packaging_FI
PF05778.12,Apo-CIII
PF13267.6,DUF4058
PF06551.12,DUF1120
PF00930.21,DPPIV_N
PF14505.6,DUF4438
PF08645.11,PNK3P
PF17336.2,DUF5368
PF14869.6,DUF4488
PF02394.16,IL1_propep
PF16599.5,PTN13_u3
PF04586.17,Peptidase_S78
PF15552.6,DUF4657
PF04886.12,PT
PF11407.8,RestrictionMunI
PF06910.11,MEA1
PF12616.8,DUF3775
PF14254.6,DUF4348
PF15336.6,Auts2
PF07763.13,FEZ
PF09405.10,Btz
PF09596.10,MamL-1
PF08978.10,Reoviridae_Vp9
PF11157.8,DUF2937
PF13921.6,Myb_DNA-bind_6
PF15053.6,Njmu-R1
PF11600.8,CAF-1_p150
PF00555.19,Endotoxin_M
PF03451.14,HELP
PF11508.8,DUF3218
PF15310.6,VAD1-2
PF03014.14,SP2
PF15594.6,Imm50
PF13701.6,DDE_Tnp_1_4
PF05732.11,RepL
PF05692.12,Myco_haema
PF02095.15,Extensin_1
PF07128.12,DUF1380
PF15435.6,UNC119_bdg
PF06723.13,MreB_Mbl
PF09063.10,Phage_coat
PF03973.13,Triabin
PF11005.8,DUF2844
PF05321.11,HHA
PF07982.12,Herpes_UL74
PF01389.17,OmpA_membrane
PF03687.13,UPF0164
PF16368.5,CEBP1_N
PF10903.8,DUF2691
PF12679.7,ABC2_membrane_2
PF02015.16,Glyco_hydro_45
PF17846.1,XRN_M
PF18024.1,HTH_50
PF16951.5,MaAIMP_sms
PF10573.9,UPF0561
PF08910.10,Aida_N
PF08452.10,DNAP_B_exo_N
PF15607.6,Ntox44
PF13846.6,DUF4196
PF04733.14,Coatomer_E
PF12747.7,DdrB
PF12067.8,Sox17_18_mid
PF05094.12,LEF-9
PF16288.5,DUF4934
PF16266.5,DUF4919
PF05238.13,CENP-N
PF15132.6,DUF4568
PF12491.8,ApoB100_C
PF09217.10,EcoRII-N
PF18039.1,UBA_6
PF13015.6,PRKCSH_1
PF15363.6,DUF4596
PF16915.5,Eryth_link_C
PF17976.1,zf-RING_12
PF13120.6,DUF3974
PF00038.21,Filament
PF17438.2,DUF5417
PF06963.12,FPN1
PF14240.6,YHYH
PF07413.11,Herpes_UL37_2
PF18411.1,Annexin_like
PF10857.8,DUF2701
PF12276.8,DUF3617
PF15136.6,UPF0449
PF09898.9,DUF2125
PF18468.1,Pfk_N
PF02727.16,Cu_amine_oxidN2
PF05069.13,Phage_tail_S
PF18475.1,PIN7
PF09144.10,YpM
PF16469.5,NPA
PF06449.11,DUF1082
PF08061.11,P68HR
PF03465.15,eRF1_3
PF06796.11,NapE
PF07229.12,VirE2
PF01601.16,Corona_S2
PF06186.11,DUF992
PF14694.6,LINES_N
PF11168.8,DUF2955
PF10875.8,DUF2670
PF01057.17,Parvo_NS1
PF01858.17,RB_A
PF05958.11,tRNA_U5-meth_tr
PF08261.12,Carcinustatin
PF03212.14,Pertactin
PF18522.1,DUF5620
PF00946.19,Mononeg_RNA_pol
PF15923.5,DUF4745
PF15055.6,DUF4536
PF07071.11,KDGP_aldolase
PF14447.6,Prok-RING_4
PF18271.1,GH131_N
PF03245.13,Phage_lysis
PF06109.13,HlyE
PF02447.16,GntP_permease
PF15736.5,DUF4684
PF09876.9,DUF2103
PF16407.5,PKD_2
PF11002.8,RDM
PF17384.2,DUF150_C
PF13595.6,DUF4138
PF03258.14,Baculo_FP
PF06351.11,Allene_ox_cyc
PF00322.17,Endothelin
PF11472.8,DUF3206
PF17507.2,DUF5439
PF08917.10,ecTbetaR2
PF05320.12,Pox_RNA_Pol_19
PF11403.8,Yeast_MT
PF10138.9,vWA-TerF-like
PF17799.1,RRM_Rrp7
PF18046.1,FKBP26_C
PF03025.14,Papilloma_E5
PF16596.5,MFMR_assoc
PF06983.13,3-dmu-9_3-mt
PF18186.1,SLATT_4
PF07037.11,DUF1323
PF17441.2,DUF5419
PF16334.5,DUF4964
PF18638.1,CyRPA
PF07816.11,DUF1645
PF15774.5,DUF4702
PF14419.6,SPOUT_MTase_2
PF18783.1,IPU_b_solenoid
PF07913.11,DUF1678
PF15805.5,SCNM1_acidic
PF11719.8,Drc1-Sld2
PF00834.19,Ribul_P_3_epim
PF05006.12,PIF3
PF04701.13,Pox_D2
PF09526.10,DUF2387
PF10455.9,BAR_2
PF09374.10,PG_binding_3
PF05399.11,EVI2A
PF06438.12,HasA
PF11024.8,DGF-1_4
PF08969.11,USP8_dimer
PF15183.6,MRAP
PF04184.12,ST7
PF04707.14,PRELI
PF02226.16,Pico_P1A
PF11090.8,DUF2833
PF10278.9,Med19
PF14284.6,PcfJ
PF17173.4,DUF5129
PF08992.11,QH-AmDH_gamma
PF04101.16,Glyco_tran_28_C
PF06850.11,PHB_depo_C
PF15793.5,FAM35_C
PF01411.19,tRNA-synt_2c
PF18034.1,Bac_GH3_C
PF16858.5,CNDH2_C
PF12629.7,Pox_polyA_pol_C
PF15185.6,BMF
PF05262.11,Borrelia_P83
PF01095.19,Pectinesterase
PF04041.13,Glyco_hydro_130
PF00218.21,IGPS
PF06321.11,P_gingi_FimA
PF03230.13,Antirestrict
PF15322.6,PMSI1
PF00230.20,MIP
PF04131.14,NanE
PF16985.5,DUF5086
PF13755.6,Sensor_TM1
PF18628.1,P2_N
PF14268.6,YoaP
PF00891.18,Methyltransf_2
PF17515.2,CPV_Polyhedrin
PF06366.13,FlhE
PF07337.11,CagY_M
PF17798.1,TRIF-NTD
PF18090.1,SoPB_HTH
PF12812.7,PDZ_1
PF13487.6,HD_5
PF16069.5,DUF4811
PF12136.8,RNA_pol_Rpo13
PF00282.19,Pyridoxal_deC
PF12547.8,ATXN-1_C
PF17052.5,CAF20
PF05196.13,PTN_MK_N
PF05211.12,NLBH
PF05509.11,TraY
PF04196.12,Bunya_RdRp
PF10732.9,DUF2524
PF07108.11,PipA
PF16391.5,DUF5000
PF00182.19,Glyco_hydro_19
PF03557.15,Bunya_G1
PF06833.11,MdcE
PF06223.12,Phage_tail_T
PF15740.5,PPP1R26_N
PF15647.6,Tox-REase-3
PF14349.6,SprA_N
PF05760.12,IER
PF15009.6,TMEM173
PF03578.15,HGWP
PF11657.8,Activator-TraM
PF03907.13,Spo7
PF13252.6,DUF4043
PF08266.12,Cadherin_2
PF04835.12,Pox_A9
PF02263.19,GBP
PF08560.10,DUF1757
PF17008.5,DUF5088
PF08072.11,BDHCT
PF14539.6,DUF4442
PF00054.23,Laminin_G_1
PF01861.16,DUF43
PF15638.6,Tox-MPTase2
PF17096.5,AIM3
PF17923.1,TetR_C_18
PF00463.21,ICL
PF08863.10,YolD
PF08476.10,VD10_N
PF07183.11,DUF1403
PF17549.2,Phage_Gp17
PF07154.11,DUF1392
PF03341.13,Pox_mRNA-cap
PF09935.9,DUF2167
PF00693.18,Herpes_TK
PF14022.6,DUF4238
PF06023.12,Csa1
PF17302.2,DUF5351
PF09303.10,KcnmB2_inactiv
PF02744.17,GalP_UDP_tr_C
PF15628.6,RRM_DME
PF02348.19,CTP_transf_3
PF07014.12,Hs1pro-1_C
PF14540.6,NTF-like
PF15142.6,INCA1
PF18302.1,CPSase_C
PF07380.11,Pneumo_M2
PF10127.9,RlaP
PF08816.11,Ivy
PF11813.8,DUF3334
PF15134.6,DUF4570
PF16795.5,Phage_integr_3
PF09160.10,FimH_man-bind
PF16034.5,JAKMIP_CC3
PF03586.13,Herpes_UL36
PF11884.8,DUF3404
PF01830.18,Peptidase_C7
PF17982.1,C5HCH
PF01810.18,LysE
PF17978.1,zf-RING_14
PF16219.5,DUF4879
PF12075.8,KN_motif
PF09258.10,Glyco_transf_64
PF13942.6,Lipoprotein_20
PF09236.10,AHSP
PF01901.16,O_anti_polymase
PF13612.6,DDE_Tnp_1_3
PF04270.13,Strep_his_triad
PF15220.6,HILPDA
PF15015.6,NYD-SP12_N
PF03510.14,Peptidase_C24
PF05287.12,PMG
PF09570.10,RE_SinI
PF16127.5,DUF4839
PF12128.8,DUF3584
PF11801.8,Tom37_C
PF01050.18,MannoseP_isomer
PF17752.1,BLF1
PF13904.6,DUF4207
PF15735.5,DUF4683
PF06546.11,Vert_HS_TF
PF07936.12,Defensin_4
PF18037.1,Ubiquitin_5
PF08773.11,CathepsinC_exc
PF18001.1,Il13Ra_Ig
PF10888.8,DUF2742
PF18568.1,COS
PF14148.6,YhdB
PF14511.6,RE_EcoO109I
PF11089.8,SyrA
PF15944.5,DUF4752
PF02372.15,IL15
PF10451.9,Stn1
PF09583.10,Phageshock_PspG
PF14185.6,SpoIISB_antitox
PF04764.12,DUF613
PF01701.18,PSI_PsaJ
PF16620.5,23ISL
PF15510.6,CENP-W
PF16160.5,DUF4866
PF03949.15,Malic_M
PF09342.11,DUF1986
PF07865.11,DUF1652
PF15494.6,SRCR_2
PF12995.7,DUF3879
PF09893.9,DUF2120
PF13164.6,Diedel
PF06254.11,YdaT_toxin
PF15485.6,DUF4643
PF17058.5,MBR1
PF06154.11,CbeA_antitoxin
PF10023.9,Aminopep
PF18707.1,IL2RB_N1
PF07450.11,HycH
PF09488.10,Osmo_MPGsynth
PF14314.6,Methyltrans_Mon
PF17897.1,VCPO_N
PF16639.5,Apocytochr_F_N
PF10463.9,Peptidase_U49
PF16675.5,FOXO_KIX_bdg
PF10828.8,DUF2570
PF15093.6,DUF4555
PF07672.13,MFS_Mycoplasma
PF02338.19,OTU
PF07968.12,Leukocidin
PF09385.10,HisK_N
PF02723.14,NS3_envE
PF17017.5,zf-C2H2_aberr
PF05632.11,DUF792
PF07738.13,Sad1_UNC
PF05311.11,Baculo_PP31
PF03096.14,Ndr
PF03515.14,Cloacin
PF09396.10,Thrombin_light
PF07826.11,IMP_cyclohyd
PF15400.6,TEX33
PF11177.8,DUF2964
PF03344.15,Daxx
PF06952.11,PsiA
PF17361.2,DUF5387
PF09730.9,BicD
PF17174.4,DUF5130
PF18867.1,HEPN-like_int
PF01207.17,Dus
PF04512.12,Baculo_PEP_N
PF17856.1,TIP49_C
PF16809.5,NleF_casp_inhib
PF15536.6,Ntox3
PF05083.13,LST1
PF06414.12,Zeta_toxin
PF13844.6,Glyco_transf_41
PF15932.5,DUF4748
PF00957.21,Synaptobrevin
PF18664.1,CdiA_C_tRNase
PF15580.6,Imm53
PF07771.11,TSGP1
PF15019.6,C9orf72-like
PF18079.1,AglB_L1
PF11059.8,DUF2860
PF03610.16,EIIA-man
PF05806.12,Noggin
PF04813.12,HNF-1A_C
PF06800.12,Sugar_transport
PF03420.13,Peptidase_S77
PF15960.5,DUF4763
PF04496.12,Herpes_UL35
PF11091.8,T4_tail_cap
PF14404.6,Strep_pep
PF03356.15,Pox_LP_H2
PF05432.11,BSP_II
PF13452.6,MaoC_dehydrat_N
PF10294.9,Methyltransf_16
PF02386.16,TrkH
PF12845.7,TBD
PF14263.6,DUF4354
PF15309.6,ALMS_motif
PF05317.11,Thermopsin
PF04124.12,Dor1
PF11782.8,DUF3319
PF12198.8,Tuberculin
PF14036.6,YlaH
PF03257.13,Adhesin_P1
PF05361.12,PP1_inhibitor
PF17792.1,ThiD2
PF18448.1,CBM46
PF17648.1,DUF5519
PF17158.4,MASE4
PF17427.2,Phi29_Phage_SSB
PF08186.11,Wound_ind
PF07779.12,Cas1_AcylT
PF18190.1,Plk4_PB1
PF09292.10,Neil1-DNA_bind
PF00113.22,Enolase_C
PF14189.6,DUF4312
PF01320.18,Colicin_Pyocin
PF02113.15,Peptidase_S13
PF11785.8,Aft1_OSA
PF05797.11,Rep_4
PF12635.7,DUF3780
PF03293.14,Pox_RNA_pol
PF03289.13,Pox_I1
PF15689.5,NRIP1_repr_3
PF14296.6,O-ag_pol_Wzy
PF03569.13,Peptidase_C8
PF03866.13,HAP
PF01431.21,Peptidase_M13
PF15514.6,ThaI
PF00539.18,Tat
PF08709.11,Ins145_P3_rec
PF13075.6,DUF3939
PF14451.6,Ub-Mut7C
PF16737.5,PHF12_MRG_bd
PF06813.13,Nodulin-like
PF11658.8,CBP_BcsG
PF14151.6,YfhD
PF13848.6,Thioredoxin_6
PF13496.6,DUF4120
PF08396.10,Toxin_34
PF11365.8,SOGA
PF11988.8,Dsl1_N
PF17900.1,Peptidase_M1_N
PF17019.5,DUF5096
PF15769.5,DUF4698
PF11275.8,DUF3077
PF14926.6,DUF4498
PF12563.8,Hemolysin_N
